5.8,33,1,tt0808878
7.3,445,2,tt0808892
3.8,110,3,tt0808894
6.6,75,4,tt0808898
4.4,381,5,tt0808904
5.8,162,6,tt0808905
7.8,43,7,tt0808915
7.1,47,8,tt0809118
8.3,8,9,tt0809216
9,25,10,tt0809349
6.7,27,11,tt0809356
6.7,15,12,tt0809357
7.3,8097,13,tt0809407
5.3,114,14,tt0809410
5.5,85,15,tt0809420
6.8,2599,16,tt0809425
6.3,421,17,tt0809427
6.7,796,18,tt0809432
6.6,955,19,tt0809439
5.9,23,20,tt0809443
5.9,285,21,tt0809469
8.5,20,22,tt0809479
5.5,25505,23,tt0809504
6,30,24,tt0809507
6,116,25,tt0809517
6.7,2153,26,tt0809533
7.1,1207,27,tt0809535
7.9,14,28,tt0809914
6.1,170,29,tt0809918
7,158,30,tt0809920
6.1,331,31,tt0809925
6.6,2760,32,tt0809931
6,16,33,tt0809942
4.3,179,34,tt0809946
7.2,5038,35,tt0809951
6.3,263,36,tt0810001
8.2,8,37,tt0810008
6.8,104,38,tt0810012
7.4,19,39,tt0810014
7.1,18,40,tt0810043
7.6,100,41,tt0810049
3.9,991,42,tt0810058
5.8,88,43,tt0810061
5.9,43,44,tt0810064
3.8,293,45,tt0810071
7,60,46,tt0810074
5.1,334,47,tt0810077
7.3,27,48,tt0810078
6.2,419,49,tt0810082
6.2,189,50,tt0810085
6.7,1560,51,tt0810089
5.3,29,52,tt0810093
7.1,544,53,tt0810096
7.2,9,54,tt0810358
6.6,33,55,tt0810364
6.3,226,56,tt0810384
3.1,124,57,tt0810394
7.3,30,58,tt0810396
7.4,27,59,tt0810397
7.4,30,60,tt0810398
6.4,917,61,tt0810400
7.9,9,62,tt0810411
6.2,971,63,tt0810415
7.1,34,64,tt0810422
5.4,46,65,tt0810424
3.8,29,66,tt0810425
6.1,79,67,tt0810435
7.8,8,68,tt0810439
3.3,1629,69,tt0810444
6.4,7,70,tt0810454
5.1,186,71,tt0810456
6.8,27,72,tt0810458
7,416,73,tt0810469
5.5,95,74,tt0810470
7.5,28,75,tt0810472
2.2,398,76,tt0810474
7.4,36,77,tt0810757
7.9,35,78,tt0810758
5.9,113,79,tt0810760
8.6,24,80,tt0810767
8.4,100,81,tt0810768
5,1449,82,tt0810772
5.4,67,83,tt0810779
6.9,28652,84,tt0810784
8.4,24,85,tt0810796
6.3,42,86,tt0810797
7.5,138,87,tt0810800
8.8,51,88,tt0810803
4.9,143,89,tt0810806
7.1,1221,90,tt0810809
2.5,164,91,tt0810811
4.3,164,92,tt0810812
3.9,57,93,tt0810815
2.2,1054,94,tt0810817
5.4,70,95,tt0810818
7.1,198824,96,tt0810819
5.1,701,97,tt0810821
5.7,632,98,tt0810822
5.5,13647,99,tt0810823
7.2,17589,100,tt0810827
6.4,257,101,tt0810831
5.3,1020,102,tt0810836
9.1,92,103,tt0810845
5.1,418,104,tt0810846
6.2,352,105,tt0810856
6.7,4674,106,tt0810868
6.9,62,107,tt0810871
7.3,8,108,tt0810879
5.5,993,109,tt0810880
4.4,50,110,tt0810889
7.4,54,111,tt0810891
6.7,109,112,tt0810894
8.8,17,113,tt0810904
3.3,90116,114,tt0810913
6.3,55156,115,tt0810922
4.5,1151,116,tt0810924
4.3,232,117,tt0810927
5.7,1995,118,tt0810928
6.8,10,119,tt0810930
4.7,12,120,tt0810934
5.4,30,121,tt0810942
7.2,43,122,tt0810943
5.8,5144,123,tt0810945
6.6,1860,124,tt0810951
6.5,414,125,tt0810954
6.2,18,126,tt0810964
6.8,225,127,tt0810970
7.9,15,128,tt0810972
3.6,69,129,tt0810985
6.2,34580,130,tt0810988
5.4,260,131,tt0810990
7.3,54,132,tt0810991
6.7,13,133,tt0811002
8.3,18,134,tt0811005
6.8,16,135,tt0811006
4.4,122,136,tt0811007
2.2,1149,137,tt0811011
3.4,316,138,tt0811021
7.5,13,139,tt0811046
3.2,220,140,tt0811047
7.1,15,141,tt0811054
5.3,124,142,tt0811056
3.8,756,143,tt0811057
7.7,15,144,tt0811063
7.1,10865,145,tt0811066
7.5,77,146,tt0811069
8,116,147,tt0811077
6.1,78238,148,tt0811080
5.2,225,149,tt0811082
3.3,215,150,tt0811091
3.5,230,151,tt0811094
7.4,169,152,tt0811095
4.9,16955,153,tt0811106
3.8,1875,154,tt0811124
5.8,1920,155,tt0811128
7.6,4984,156,tt0811136
5.9,1820,157,tt0811137
3.8,54885,158,tt0811138
6.1,167,159,tt0811145
8.2,20,160,tt0811153
7.6,77,161,tt0811154
3.6,997,162,tt0811159
7.3,46,163,tt0811163
6.8,598,164,tt0811164
6.1,23,165,tt0811165
2.6,153,166,tt0811599
8.4,18,167,tt0811602
5.8,196,168,tt0811605
5.5,81,169,tt0811785
6.3,15,170,tt0811793
5,446,171,tt0812221
6.9,10932,172,tt0812243
6.2,11,173,tt0812253
4.1,16,174,tt0812257
5.7,234,175,tt0812265
5.3,3927,176,tt0812352
5.9,372,177,tt0812366
6.5,1479,178,tt0812377
6.1,14,179,tt0812394
5.4,1888,180,tt0813129
3.9,10,181,tt0813381
6.8,7,182,tt0813385
7.6,56,183,tt0813391
9,10,184,tt0813397
6.4,30,185,tt0813410
5.5,44,186,tt0813531
6.8,132,187,tt0813536
5.9,171,188,tt0813537
3.5,1334,189,tt0813540
7,3654,190,tt0813541
4,62,191,tt0813542
7.5,47106,192,tt0813547
7.9,1663,193,tt0813548
6.5,1811,194,tt0813549
5.8,579,195,tt0813550
2.4,132,196,tt0813551
5.6,34,197,tt0813552
6.2,252,198,tt0813630
6.5,58,199,tt0813987
8.6,8,200,tt0813988
5.5,121,201,tt0813991
6.5,104,202,tt0813992
3.7,1389,203,tt0813996
7.4,25,204,tt0814004
5.7,256,205,tt0814005
5.4,115,206,tt0814009
7.4,21,207,tt0814011
6.7,410,208,tt0814012
6.1,3530,209,tt0814014
5.3,58215,210,tt0814022
7,150,211,tt0814031
7.8,15,212,tt0814037
8.7,15,213,tt0814045
8.5,29,214,tt0814046
7.6,55,215,tt0814047
4.7,49,216,tt0814055
5.9,65,217,tt0814062
4.4,161,218,tt0814072
7.9,10797,219,tt0814075
3.8,210,220,tt0814077
3.9,543,221,tt0814082
5.4,239,222,tt0814091
7.5,61,223,tt0814096
3,371,224,tt0814100
5.2,41,225,tt0814111
8,14,226,tt0814117
7.1,6264,227,tt0814130
5.8,1604,228,tt0814131
8.3,7,229,tt0814138
5.5,262,230,tt0814143
4.3,81,231,tt0814176
6.9,296,232,tt0814197
5.1,231,233,tt0814198
7.3,74,234,tt0814199
7,125,235,tt0814209
7.7,65,236,tt0814221
5.6,440,237,tt0814229
5.8,327,238,tt0814236
6.6,5190,239,tt0814243
5.9,202465,240,tt0814255
6.9,105,241,tt0814258
6.3,40,242,tt0814267
8,265,243,tt0814275
6.1,60,244,tt0814285
7.5,29,245,tt0814290
4,372,246,tt0814295
2.6,69,247,tt0814296
7.6,314619,248,tt0814314
8.4,22,249,tt0814318
4.8,4815,250,tt0814331
5.6,38572,251,tt0814335
7.8,19,252,tt0814338
8,8,253,tt0814342
4.3,877,254,tt0814343
5.4,209,255,tt0814354
5.5,15,256,tt0814356
8.2,37,257,tt0814360
4.6,851,258,tt0814365
6,92,259,tt0814373
5.2,2393,260,tt0814380
3.6,149,261,tt0814381
5.9,25,262,tt0814397
4.5,336,263,tt0814654
6.5,534,264,tt0814656
6.7,856,265,tt0814659
6.7,1490,266,tt0814666
6.6,16,267,tt0814683
6.2,28690,268,tt0814685
6.2,259,269,tt0814690
5.2,239,270,tt0814691
4.5,156,271,tt0814759
6.8,20,272,tt0814761
5.6,1195,273,tt0814768
6.2,411,274,tt0814786
6.6,592,275,tt0814795
5.7,778,276,tt0815092
6,198,277,tt0815096
5.7,128,278,tt0815101
6.9,33,279,tt0815113
3.6,590,280,tt0815116
5.8,1698,281,tt0815138
8.5,333,282,tt0815140
6.7,33,283,tt0815161
3.5,483,284,tt0815165
8.5,54,285,tt0815170
6.2,39,286,tt0815174
6.2,14866,287,tt0815178
7.6,1663,288,tt0815181
4.4,244,289,tt0815182
5.5,118,290,tt0815190
7.1,115,291,tt0815208
6.6,245,292,tt0815227
8.5,26,293,tt0815229
4.3,349,294,tt0815230
3.5,812,295,tt0815235
6.4,143968,296,tt0815236
6.6,39,297,tt0815238
7.6,60197,298,tt0815241
6.2,51077,299,tt0815244
6.3,84854,300,tt0815245
7.4,16,301,tt0815246
4.4,303,302,tt0815250
5.6,609,303,tt0815447
6,814,304,tt0815457
6.2,260,305,tt0815462
5.2,470,306,tt0815490
6.2,6,307,tt0815492
5.2,15,308,tt0815877
5.6,1365,309,tt0815890
7.6,9,310,tt0816072
6.4,24,311,tt0816082
4.7,58,312,tt0816086
5.1,30,313,tt0816103
6.6,31,314,tt0816107
8.5,21,315,tt0816110
9.1,22,316,tt0816114
4,242,317,tt0816145
8,31,318,tt0816146
5.8,205,319,tt0816149
6.6,6597,320,tt0816150
3.3,245,321,tt0816160
4,573,322,tt0816176
7.4,23,323,tt0816191
6.8,98,324,tt0816192
8.3,33,325,tt0816203
5.6,52,326,tt0816206
7,70,327,tt0816207
8.1,26,328,tt0816219
5.7,34,329,tt0816231
5.6,418,330,tt0816238
7,10,331,tt0816239
5.9,80,332,tt0816250
6.6,181,333,tt0816257
8,15543,334,tt0816258
5.4,141,335,tt0816264
6.7,309,336,tt0816362
4.5,7,337,tt0816411
7.3,8,338,tt0816422
8.4,16,339,tt0816424
5.8,15995,340,tt0816436
6.2,785,341,tt0816437
7.5,142014,342,tt0816442
4.6,23,343,tt0816446
7,45,344,tt0816447
5.1,102594,345,tt0816462
7.7,83,346,tt0816466
4.7,610,347,tt0816478
7.4,42,348,tt0816483
7.2,67,349,tt0816504
6.4,16,350,tt0816505
7.8,40,351,tt0816510
7.7,123,352,tt0816516
6.1,49,353,tt0816518
4.2,27,354,tt0816523
5.6,700,355,tt0816530
7,7,356,tt0816531
5.9,6651,357,tt0816539
5.8,655,358,tt0816544
6.5,4571,359,tt0816545
5.9,23,360,tt0816547
6.3,28652,361,tt0816556
6.2,18,362,tt0816561
6.4,27,363,tt0816566
8.7,12,364,tt0816579
5.8,118,365,tt0816584
7.6,11,366,tt0816592
6.3,53,367,tt0816593
8.9,24,368,tt0816595
7,49,369,tt0816600
4.2,896,370,tt0816605
6.4,17,371,tt0816608
6.3,1400,372,tt0816616
6.2,510,373,tt0816626
6.4,29,374,tt0816627
4.9,286,375,tt0816629
4.7,312,376,tt0816631
8.6,21,377,tt0816632
6.7,238,378,tt0816635
7.1,32,379,tt0816638
5.6,14,380,tt0816642
6.4,43,381,tt0816648
3.8,18,382,tt0816654
3.1,589,383,tt0816657
3.7,130,384,tt0816663
5.9,290,385,tt0816672
7.4,12,386,tt0816674
7,10,387,tt0816679
5.3,675,388,tt0816683
8.7,2082807,389,tt0816692
7,716472,390,tt0816711
5.1,14,391,tt0816828
7.7,97091,392,tt0817177
8.3,24,393,tt0817178
7.5,9501,394,tt0817225
5.1,3238,395,tt0817228
5.7,125196,396,tt0817230
5,25,397,tt0817535
5.7,62314,398,tt0817538
6.4,1701,399,tt0817544
5.1,4241,400,tt0817545
4.8,44,401,tt0817879
5.1,13,402,tt0817884
5.4,315,403,tt0817885
7.2,17,404,tt0817896
6.8,11,405,tt0817906
5.8,122,406,tt0817907
4.4,11,407,tt0817909
4.8,324,408,tt0817911
4.6,17,409,tt0817915
4.7,469,410,tt0817928
6.9,30,411,tt0817934
6,22,412,tt0817938
6.8,695,413,tt0817940
3.7,7,414,tt0817946
4.6,33,415,tt0817947
4.8,57,416,tt0817949
6.2,75,417,tt0817953
7.2,96,418,tt0817955
6.8,34,419,tt0817959
4.6,232,420,tt0818077
7.8,20,421,tt0818087
2,752,422,tt0818095
3.8,124,423,tt0818098
6.3,600,424,tt0818108
5.5,969,425,tt0818110
6.2,780,426,tt0818123
6.5,20,427,tt0818133
5.2,8854,428,tt0818165
6.9,1092,429,tt0818170
5.1,353,430,tt0818226
7.3,34,431,tt0818261
7.6,68,432,tt0818490
8,23,433,tt0818497
3.3,147,434,tt0818516
7.4,9,435,tt0818526
6.3,17,436,tt0818529
7.7,23,437,tt0818534
8.6,61,438,tt0818536
6.2,26,439,tt0818589
5.6,66,440,tt0818603
5.7,29,441,tt0818610
6.8,17,442,tt0818618
5,33,443,tt0818620
7.9,62,444,tt0818621
7.8,8,445,tt0818624
7.6,12,446,tt0818629
5,11,447,tt0818631
8.2,18,448,tt0818662
6.2,25,449,tt0818663
7.4,21,450,tt0818667
3.2,132,451,tt0818669
5.6,81,452,tt0818672
6.5,589,453,tt0818682
6.5,11,454,tt0818701
4.3,124,455,tt0818705
5.4,80,456,tt0818739
6.7,12,457,tt0818746
5.2,25,458,tt0818766
4,25,459,tt0818808
4,130,460,tt0818831
5.4,16,461,tt0818841
6,27,462,tt0818867
5.6,139,463,tt0818874
6,51,464,tt0818880
5.5,352,465,tt0818897
7.2,41,466,tt0818909
8.2,38,467,tt0818919
6.6,22,468,tt0818924
4.4,269,469,tt0819093
8.9,34,470,tt0819097
8.2,22,471,tt0819105
3.5,108,472,tt0819108
6.1,9,473,tt0819116
5,19,474,tt0819118
9.1,30,475,tt0819125
5.7,11,476,tt0819130
7.8,36,477,tt0819134
7.4,767,478,tt0819354
7.6,16,479,tt0819359
9.2,34,480,tt0819369
8.3,28,481,tt0819386
7.5,24,482,tt0819611
9.2,34,483,tt0819620
7.1,41,484,tt0819628
7.9,69,485,tt0819643
8.8,8,486,tt0819663
8.2,8,487,tt0819679
6.9,23,488,tt0819704
6.1,18886,489,tt0819714
6.4,298,490,tt0819723
6.4,677,491,tt0819735
6.3,23,492,tt0819753
5.4,7875,493,tt0819755
